account_id,account_age_days,monthly_txn_count,avg_txn_amount,inward_txn_count,outward_txn_count,inward_amount,outward_amount,unique_senders,unique_receivers,cash_withdrawal_count,rapid_transfer_count,night_txn_ratio,new_beneficiary_count,geo_change_count,failed_login_count,device_change_count,balance_velocity,label
ACC08914,1685,28,2289.79,13,15,31226.5,28437.39,9,2,4,1,0.023,2,1,1,0,0.2727,0
ACC08915,251,30,2402.39,18,12,56833.63,29989.82,6,2,2,4,0.0136,2,1,1,0,0.1654,0
ACC08916,257,125,20653.29,64,61,1526225.23,1390540.06,50,53,10,56,0.4365,30,9,2,4,0.8731,1
ACC08917,26,106,19539.89,82,24,1559050.88,507044.86,63,7,16,33,0.5148,25,7,8,3,0.9328,1
ACC08918,77,203,15875.2,148,55,2097506.59,861710.98,129,55,16,78,0.4833,26,7,11,7,0.9851,1
ACC08919,55,274,8570.31,197,77,2081867.61,601757.77,193,73,19,95,0.3863,26,8,5,2,0.7119,1
ACC08920,300,40,2800.1,14,26,48241.12,53086.49,2,17,4,1,0.0964,1,0,1,0,0.048,0
ACC08921,844,53,2724.77,26,27,62962.64,91696.93,7,7,1,2,0.0071,5,0,1,0,0.2945,0
ACC08922,166,51,2614.52,29,22,57241.58,69811.86,14,9,3,1,0.1041,0,1,1,1,0.2516,0
ACC08923,696,85,2468.39,33,52,95306.2,160581.05,13,28,1,1,0.0326,0,0,2,1,0.2768,0
ACC08924,109,235,13936.06,134,101,2243569.66,1324791.83,118,77,16,83,0.3247,20,8,4,6,0.6574,1
ACC08925,364,155,837.15,75,80,75035.57,58957.05,36,44,3,1,0.1014,1,0,2,2,0.2849,0
ACC08926,2542,7,1567.62,3,4,3848.8,6345.09,2,2,3,1,0.0433,2,1,0,0,0.3632,0
ACC08927,627,26,2547.62,13,13,42840.02,35232.51,2,10,2,4,0.0288,1,2,1,1,0.1003,0
ACC08928,242,118,2694.47,68,50,219378.52,164000.88,34,29,5,1,0.0911,3,0,0,0,0.2644,0
ACC08929,345,34,2056.34,18,16,38241.14,37378.63,7,6,2,3,0.116,0,1,1,2,0.2582,0
ACC08930,133,167,14697.49,127,40,2027769.43,506618.98,111,13,19,60,0.6857,24,7,10,8,0.9092,1
ACC08931,366,44,4149.52,24,20,106810.53,91078.7,15,11,2,2,0.0233,2,0,3,0,0.1004,0
ACC08932,2450,25,489.82,9,16,5706.6,9291.05,5,11,4,0,0.1288,0,0,0,1,0.0828,0
ACC08933,1741,47,2002.37,22,25,35459.91,36296.52,21,3,1,2,0.0814,1,2,0,0,0.2304,0
ACC08934,1371,17,512.67,6,11,2642.24,6928.38,4,2,3,1,0.0648,1,0,0,0,0.4393,0
ACC08935,636,26,1464.77,14,12,25927.59,19293.92,8,11,0,3,0.0554,0,1,1,3,0.2272,0
ACC08936,325,54,5439.85,22,32,152558.87,139475.06,5,5,2,3,0.0144,1,0,2,2,0.2487,0
ACC08937,1120,112,5154.82,46,66,184561.95,320143.73,14,29,2,5,0.0676,0,1,2,1,0.5993,0
ACC08938,1137,28,4999.31,11,17,43195.64,110195.47,2,14,2,3,0.0831,1,0,2,0,0.4424,0
ACC08939,397,271,10789.46,149,122,1371271.38,1191191.71,108,120,12,121,0.1968,24,9,8,5,0.8338,1
ACC08940,480,44,4997.6,25,19,154446.22,77625.53,10,16,2,3,0.0509,1,1,1,1,0.2868,0
ACC08941,115,162,19541.66,114,48,1997921.68,836005.39,97,48,19,59,0.5441,19,2,4,5,0.919,1
ACC08942,527,73,1640.88,37,36,64867.33,53589.53,14,8,0,2,0.1429,5,0,2,3,0.4325,0
ACC08943,152,394,27006.22,218,176,5403783.71,5423225.35,186,158,13,155,0.4959,25,6,5,4,0.9448,1
ACC08944,1178,65,1950.03,29,36,70505.3,79450.89,5,14,2,5,0.0646,2,1,3,1,0.2076,0
ACC08945,487,72,3665.17,29,43,138811.53,173138.29,14,20,3,2,0.0542,1,0,3,2,0.2027,0
ACC08946,45,339,13092.03,180,159,2404115.12,2181553.37,153,130,10,140,0.287,18,3,6,3,0.7351,1
ACC08947,293,19,3891.23,11,8,49170.85,24644.1,11,6,3,3,0.0163,1,1,1,0,0.0288,0
ACC08948,733,113,1631.65,62,51,130749.68,99247.57,31,35,0,2,0.05,1,1,2,3,0.1392,0
ACC08949,1221,40,2140.94,17,23,45054.09,34908.88,2,22,8,5,0.0424,0,1,1,0,0.357,0
ACC08950,637,62,2976.13,35,27,81724.14,61080.4,21,13,3,2,0.0565,0,2,0,1,0.3971,0
ACC08951,1355,91,1687.98,57,34,95234.12,44311.44,27,18,1,1,0.0921,1,1,3,1,0.2372,0
ACC08952,2017,34,2013.6,20,14,48947.18,21968.7,7,14,3,1,0.0239,3,0,2,3,0.3786,0
ACC08953,942,103,2207.17,41,62,77436.5,118633.96,12,28,1,1,0.1251,2,0,0,0,0.3662,0
ACC08954,1802,63,5078.59,27,36,176769.67,131355.39,16,22,4,1,0.0144,2,0,0,2,0.0868,0
ACC08955,1976,93,5704.58,40,53,300148.42,372468.09,16,33,3,2,0.0724,0,0,0,2,0.3103,0
ACC08956,579,78,5924.45,33,45,258319.44,242639.4,10,17,1,4,0.0089,1,0,0,1,0.3586,0
ACC08957,127,187,15976.75,128,59,2100383.51,842784.63,128,58,13,68,0.4249,25,7,4,2,0.8655,1
ACC08958,2672,55,2542.14,35,20,87721.6,49348.1,9,9,1,1,0.0592,3,0,0,0,0.5248,0
ACC08959,1387,31,3483.23,11,20,49213.58,64775.94,8,9,1,0,0.0704,1,2,1,0,0.1852,0
ACC08960,2250,52,3330.2,24,28,99588.97,67841.05,12,18,1,0,0.0163,1,1,3,2,0.4047,0
ACC08961,118,466,18885.45,346,120,7902806.71,2221480.11,313,91,9,181,0.3487,19,4,8,7,0.9445,1
ACC08962,31,40,10797.85,23,17,290199.8,185290.65,18,5,17,16,0.7635,23,8,4,5,0.9016,1
ACC08963,76,178,5189.44,127,51,773043.08,256763.29,87,51,17,78,0.2211,26,9,5,4,0.8501,1
ACC08964,786,68,4293.88,30,38,145013.5,126377.07,13,24,1,2,0.0278,0,0,0,2,0.2898,0
ACC08965,619,47,24236.89,24,23,500227.77,682326.82,8,8,1,2,0.1377,1,1,3,0,0.1762,0
ACC08966,1777,44,2182.91,20,24,54521.42,58439.65,7,8,2,3,0.0219,0,0,0,0,0.1664,0
ACC08967,19,79,11804.91,63,16,730913.36,188988.78,48,5,19,37,0.4527,25,5,5,8,0.7911,1
ACC08968,185,625,5574.88,322,303,1606438.87,1723578.05,283,254,18,196,0.3001,28,5,7,5,0.8763,1
ACC08969,2111,28,1848.12,11,17,17088.88,38040.15,9,11,4,2,0.0608,0,0,0,0,0.2475,0
ACC08970,1003,10,1842.62,4,6,7179.11,11024.66,2,4,5,3,0.0517,2,0,2,1,0.2815,0
ACC08971,908,12,3688.99,5,7,16163.2,23073.55,3,2,2,1,0.0796,2,0,1,1,0.2314,0
ACC08972,1079,77,2356.06,33,44,65593.33,124791.24,6,21,0,3,0.0688,3,0,0,0,0.1656,0
ACC08973,1782,48,2010.81,26,22,41471.61,32048.73,21,12,1,0,0.0773,1,0,1,2,0.2994,0
ACC08974,655,43,2653.06,24,19,75481.61,62727.7,2,8,0,0,0.0167,3,0,1,1,0.383,0
ACC08975,271,278,16410.32,187,91,3666859.41,1746553.96,154,66,15,117,0.453,21,7,6,1,0.5165,1
ACC08976,238,289,20310.65,164,125,3737825.88,2698663.16,151,105,13,102,0.2957,24,8,5,3,0.9457,1
ACC08977,1870,74,2072.77,38,36,89415.09,77434.68,25,15,2,1,0.0282,3,0,2,1,0.1563,0
ACC08978,78,360,29169.8,269,91,9207959.42,2300002.61,227,70,21,142,0.3707,35,7,5,5,0.965,1
ACC08979,118,118,6692.86,65,53,412272.84,388593.09,42,53,14,42,0.3417,25,7,6,2,0.9371,1
ACC08980,67,183,14785.36,125,58,2106271.32,875896.54,117,58,13,72,0.4853,26,8,5,2,0.6909,1
ACC08981,68,304,20112.54,179,125,3700697.85,2314770.14,142,108,16,115,0.3082,36,8,6,3,0.8083,1
ACC08982,734,85,4901.48,53,32,220974.03,186200.9,27,29,5,0,0.0279,2,0,3,0,0.0952,0
ACC08983,517,32,4448.67,11,21,62470.96,79302.33,5,19,3,1,0.0752,3,0,1,1,0.0978,0
ACC08984,212,23,3747.72,13,10,50775.88,39923.5,9,2,2,3,0.0337,0,0,2,0,0.0702,0
ACC08985,730,41,1872.63,24,17,43002.34,36136.2,5,12,2,2,0.0715,3,1,1,0,0.2848,0
ACC08986,66,309,9835.1,175,134,1670452.98,1195704.88,136,102,11,113,0.4724,27,3,7,4,0.7059,1
ACC08987,648,23,1602.49,9,14,18010.98,22439.54,3,14,4,12,0.0272,1,0,2,0,0.1306,0
ACC08988,157,442,15894.97,351,91,6445655.01,1755608.06,305,82,12,182,0.3179,32,6,8,3,0.9161,1
ACC08989,119,187,17538.14,119,68,2028165.33,1244667.02,95,57,14,78,0.3293,25,7,11,4,0.8489,1
ACC08990,823,53,6286.47,32,21,164395.63,99201.97,13,11,2,1,0.0677,2,0,3,2,0.175,0
ACC08991,886,31,4011.26,13,18,50624.04,56254.04,11,2,4,0,0.0212,0,0,0,0,0.1557,0
ACC08992,197,379,10466.42,268,111,2711226.67,1252581.79,217,96,7,137,0.2966,27,8,4,4,0.8957,1
ACC08993,2053,83,1184.53,29,54,33995.68,72501.61,16,28,2,1,0.0815,3,0,1,2,0.2596,0
ACC08994,402,89,1435.65,37,52,48312.8,56526.2,22,22,1,0,0.0512,2,0,3,0,0.3339,0
ACC08995,1581,18,4831.01,10,8,60759.66,39319.53,2,8,2,0,0.0187,1,1,0,1,0.279,0
ACC08996,475,37,1405.52,23,14,25798.05,22948.23,15,10,1,2,0.004,0,2,1,2,0.1625,0
ACC08997,61,642,31822.88,379,263,11084646.73,8964612.29,316,224,11,260,0.2578,36,9,6,1,0.7353,1
ACC08998,2320,46,3949.23,24,22,85896.05,78494.98,19,15,3,1,0.0416,1,0,5,2,0.1511,0
ACC08999,488,28,2542.4,12,16,26233.37,30619.72,10,2,0,2,0.1736,0,1,2,0,0.1695,0
ACC09000,426,241,23973.29,160,81,3785884.08,2043952.2,142,81,13,97,0.2209,22,8,7,2,0.5821,1
ACC09001,1224,39,1958.59,20,19,49611.27,32703.25,4,10,1,3,0.0495,1,2,0,1,0.1203,0
ACC09002,1029,33,895.33,14,19,11907.94,21042.91,5,8,4,7,0.0359,0,0,3,2,0.1656,0
ACC09003,165,178,19850.24,133,45,3006225.13,831720.81,121,32,17,81,0.4108,26,3,1,2,0.9837,1
ACC09004,763,79,1752.7,38,41,60860.75,51945.73,21,23,3,1,0.0327,1,1,1,0,0.1188,0
ACC09005,1024,27,2761.62,9,18,30379.19,59614.54,2,16,3,2,0.1201,1,0,0,1,0.1176,0
ACC09006,113,209,8009.28,123,86,1153864.61,654684.77,96,75,19,76,0.2595,20,3,8,3,0.6701,1
ACC09007,1894,28,2361.11,10,18,29763.43,46841.5,5,18,2,2,0.0122,3,0,2,1,0.3994,0
ACC09008,1193,33,1852.1,20,13,40378.09,30748.77,16,2,3,3,0.0662,5,0,0,0,0.2046,0
ACC09009,1207,15,3623.87,6,9,27130.68,28256.67,5,2,2,3,0.0258,1,2,0,0,0.3715,0
ACC09010,289,258,12270.53,168,90,2319913.85,1351276.06,113,78,11,84,0.3148,21,4,4,2,0.8501,1
ACC09011,119,35,2166.28,16,19,45568.94,31125.87,7,10,2,1,0.0006,1,1,3,1,0.1157,0
ACC09012,69,230,13724.54,168,62,2333265.92,901960.06,162,41,10,82,0.3606,22,10,6,7,0.8066,1
ACC09013,1045,64,1890.08,28,36,68231.11,62194.48,8,24,1,4,0.0964,6,2,2,0,0.1904,0
ACC09014,151,246,10830.86,159,87,1836335.23,967860.18,154,67,11,87,0.4524,16,3,5,2,0.9323,1
ACC09015,609,66,2366.18,36,30,87693.79,59094.71,12,20,2,1,0.0186,1,0,3,2,0.5801,0
ACC09016,147,170,35349.79,133,37,5528218.75,1511664.32,124,25,17,58,0.3932,17,6,4,3,0.8643,1
ACC09017,68,186,5780.26,102,84,513539.67,481805.85,73,82,9,54,0.3671,18,4,6,3,0.814,1
ACC09018,2222,39,4033.47,19,20,59200.03,82029.95,12,7,4,1,0.0698,0,0,1,0,0.2041,0
ACC09019,1208,91,5696.17,53,38,279644.93,277993.13,23,29,2,2,0.0854,3,0,0,2,0.1968,0
ACC09020,936,24,3527.72,13,11,45877.51,38066.01,5,8,1,2,0.0646,1,0,2,0,0.3182,0
ACC09021,114,287,18613.89,195,92,3774969.51,1988790.47,172,92,16,100,0.2846,24,7,5,3,0.8223,1
ACC09022,2321,163,2626.65,58,105,185102.4,276696.67,29,53,2,3,0.1202,2,1,1,0,0.3485,0
ACC09023,43,79,13901.62,55,24,829515.22,398404.94,29,9,10,28,0.5124,33,7,3,8,0.8859,1
ACC09024,875,29,6215.19,12,17,91359.39,124160.89,4,6,1,0,0.0153,0,1,0,1,0.3696,0
ACC09025,114,474,13174.43,251,223,2926518.89,2830177.37,204,183,16,187,0.2883,28,10,6,5,0.8344,1
ACC09026,726,22,7981.59,11,11,92827.53,98972.33,4,6,4,1,0.0376,0,0,1,1,0.1079,0
ACC09027,2364,85,752.44,35,50,22690.02,27719.64,5,28,2,3,0.022,0,0,1,0,0.2615,0
ACC09028,1249,48,2866.91,18,30,64000.85,102645.62,2,19,2,2,0.0361,4,1,0,0,0.3714,0
ACC09029,675,94,3826.63,58,36,219637.87,144834.66,28,19,3,1,0.0384,1,1,4,1,0.3612,0
ACC09030,539,28,1780.42,11,17,18795.39,32676.75,2,12,4,2,0.049,0,0,0,1,0.4737,0
ACC09031,1348,44,3374.19,19,25,73906.04,93393.74,16,9,1,1,0.0379,2,3,1,0,0.479,0
ACC09032,34,316,20990.86,176,140,3438766.51,3619877.99,162,124,11,121,0.4042,23,4,1,4,0.9367,1
ACC09033,1678,28,3336.24,13,15,58019.39,60194.27,8,14,7,2,0.0791,3,0,1,0,0.181,0
ACC09034,724,98,2615.32,56,42,128275.45,91025.35,17,29,4,2,0.0188,0,0,3,1,0.1668,0
ACC09035,476,488,13649.11,283,205,4569505.58,2864728.06,222,166,14,174,0.3462,24,3,3,2,0.7818,1
ACC09036,116,448,27253.0,261,187,6643160.34,5808133.71,228,164,14,169,0.4613,24,4,8,2,0.5711,1
ACC09037,759,49,5494.14,28,21,197937.04,112870.4,10,15,2,1,0.0744,4,0,1,0,0.0755,0
ACC09038,479,295,1224.87,188,107,254955.16,97308.84,75,59,1,3,0.0662,4,1,0,2,0.2949,0
ACC09039,642,18,590.7,8,10,4678.9,5841.43,2,2,3,1,0.0969,0,0,1,0,0.3129,0
ACC09040,225,90,17402.81,68,22,1066024.72,406139.23,68,22,10,33,0.3234,21,4,3,2,0.8952,1
ACC09041,345,45,1647.67,16,29,20862.04,40969.1,3,19,2,3,0.0096,1,0,0,0,0.2029,0
ACC09042,423,40,14478.35,28,12,382269.77,194238.92,25,5,14,14,0.2101,22,5,2,5,0.7452,1
ACC09043,627,34,1262.35,15,19,14634.22,20779.67,2,9,1,4,0.0627,1,1,0,0,0.4234,0
ACC09044,1401,45,7599.62,28,17,284871.65,115416.73,19,7,5,0,0.1423,1,1,2,1,0.2397,0
ACC09045,714,91,1142.48,51,40,52520.05,38475.33,23,38,4,3,0.0292,1,0,3,0,0.117,0
ACC09046,724,94,2383.8,38,56,122237.66,142082.89,7,36,2,2,0.0556,3,0,2,4,0.279,0
ACC09047,511,66,7352.98,39,27,220869.74,170849.27,20,17,2,1,0.0786,1,1,0,1,0.432,0
ACC09048,56,404,20818.78,208,196,3739384.4,3961725.46,185,189,13,154,0.5504,28,7,3,3,0.9061,1
ACC09049,421,55,3026.03,33,22,82048.27,66696.28,22,4,1,2,0.0563,2,0,0,0,0.2373,0
ACC09050,2384,15,1991.21,6,9,15241.21,15994.86,2,4,3,1,0.0483,0,0,2,1,0.3538,0
ACC09051,284,695,16959.98,429,266,8500852.95,4476163.31,342,212,12,261,0.7991,23,6,8,5,0.6159,1
ACC09052,1237,28,4019.63,14,14,67356.18,53678.65,6,9,2,2,0.0836,0,0,2,0,0.3525,0
ACC09053,1132,65,3874.79,24,41,105194.19,175241.04,13,23,2,2,0.0555,0,1,2,0,0.3099,0
ACC09054,559,25,2223.27,11,14,30240.97,40247.24,4,13,4,1,0.0657,0,0,1,0,0.6058,0
ACC09055,3448,87,2717.99,33,54,102236.34,131598.35,8,28,4,2,0.0864,0,0,0,0,0.4773,0
ACC09056,257,112,14038.11,85,27,1423457.01,369806.21,76,27,15,49,0.2681,21,6,5,3,0.8862,1
ACC09057,402,55,3683.48,29,26,131326.25,89589.09,11,5,1,3,0.0246,0,1,1,0,0.1328,0
ACC09058,237,44,685.93,23,21,13851.55,15596.72,19,20,3,3,0.0495,0,1,2,3,0.2084,0
ACC09059,1014,51,2523.17,27,24,51469.37,72936.26,12,11,1,3,0.1358,1,0,0,0,0.4551,0
ACC09060,994,111,3022.67,61,50,212113.34,109794.21,33,22,1,0,0.0244,2,0,2,0,0.2445,0
ACC09061,59,104,12024.27,68,36,737704.76,391601.03,68,36,10,32,0.2207,25,7,5,3,0.7695,1
ACC09062,478,64,1056.92,30,34,41720.6,27238.7,11,20,3,0,0.0037,0,3,0,0,0.1653,0
ACC09063,294,217,33051.77,170,47,6120653.75,1322187.67,136,19,11,80,0.2736,27,4,4,2,0.8267,1
ACC09064,1445,16,1115.96,9,7,13357.48,6162.52,9,2,1,3,0.0391,1,0,0,1,0.4698,0
ACC09065,1063,32,1047.83,19,13,18882.71,11143.83,9,8,1,1,0.0808,0,0,0,1,0.3366,0
ACC09066,2263,81,9867.16,45,36,544278.44,346222.06,22,11,2,0,0.0031,0,0,0,1,0.141,0
ACC09067,397,145,8205.78,87,58,636902.77,532804.66,71,58,15,44,0.546,22,5,6,5,0.9062,1
ACC09068,540,142,5148.53,63,79,282771.53,311735.21,25,34,2,0,0.0518,0,0,1,0,0.2081,0
ACC09069,137,326,11923.47,194,132,2733088.0,1363641.66,146,112,5,123,0.3033,25,4,5,6,0.8148,1
ACC09070,1291,39,1226.13,22,17,35487.57,20097.38,9,9,3,2,0.0594,0,1,0,2,0.1997,0
ACC09071,614,65,1649.1,25,40,40810.54,49403.48,22,25,1,1,0.1252,0,2,1,0,0.1232,0
ACC09072,5000,142,3554.67,65,77,303100.12,340942.72,25,46,3,1,0.0256,2,0,0,1,0.1397,0
ACC09073,1467,150,6270.43,55,95,278177.39,773283.03,17,45,3,3,0.0596,3,0,1,1,0.204,0
ACC09074,410,214,15931.25,126,88,1838451.79,1219197.49,93,88,7,72,0.3778,33,8,3,7,0.928,1
ACC09075,1565,69,9076.66,26,43,283236.99,391804.49,9,26,1,2,0.0578,2,0,1,2,0.3039,0
ACC09076,198,128,17882.68,66,62,1091679.93,1177351.63,65,62,12,46,0.3641,26,7,9,6,0.6256,1
ACC09077,524,51,731.78,31,20,21087.22,18211.61,6,19,6,2,0.0997,1,1,0,2,0.3235,0
ACC09078,414,45,1909.24,25,20,62695.65,34389.35,3,20,0,2,0.0227,2,1,2,1,0.3008,0
ACC09079,578,47,8423.24,30,17,269267.76,180228.97,21,14,6,2,0.0241,0,0,0,1,0.1334,0
ACC09080,1396,49,3465.05,30,19,88851.27,67725.05,15,14,2,1,0.0208,3,0,1,1,0.4127,0
ACC09081,1798,56,3730.0,24,32,118475.18,102678.43,15,21,0,2,0.0494,0,2,0,0,0.2606,0
ACC09082,1882,24,4226.42,14,10,44848.15,40143.34,3,3,1,5,0.0097,2,1,1,1,0.3125,0
ACC09083,1760,50,8278.25,32,18,312883.88,122095.77,18,9,1,1,0.0287,3,0,1,0,0.3834,0
ACC09084,683,43,1740.7,17,26,23381.25,54192.88,10,12,1,3,0.0638,1,0,0,0,0.2007,0
ACC09085,98,414,18312.13,326,88,6410723.63,2006910.15,262,86,7,166,0.4586,23,5,2,6,0.9321,1
ACC09086,271,92,4371.03,57,35,328288.69,108292.56,23,21,5,2,0.0257,2,1,2,0,0.3446,0
ACC09087,781,45,2290.21,26,19,77629.14,33660.52,17,8,2,1,0.0341,2,0,4,0,0.3817,0
ACC09088,326,243,12111.74,192,51,2084556.93,683863.58,178,19,13,86,0.444,26,8,7,3,0.9766,1
ACC09089,466,49,2953.01,27,22,98539.5,69888.7,25,12,0,2,0.0306,3,0,2,0,0.2595,0
ACC09090,1524,53,9354.12,28,25,256102.17,213407.52,14,23,2,2,0.0248,1,1,2,0,0.4542,0
ACC09091,80,309,18291.82,220,89,4141355.56,1931897.1,186,89,10,114,0.5646,33,8,6,3,0.663,1
ACC09092,613,66,2800.57,33,33,98331.26,81186.88,16,20,4,3,0.0382,0,1,1,0,0.1718,0
ACC09093,1878,22,2313.05,8,14,18752.46,30633.31,8,13,3,3,0.0706,2,1,1,0,0.5072,0
ACC09094,125,389,28740.39,249,140,7315982.01,4693296.53,218,112,11,144,0.5473,23,9,3,2,0.8535,1
ACC09095,1175,66,2790.54,34,32,118492.13,87097.18,19,9,2,0,0.0332,0,0,1,0,0.1928,0
ACC09096,1167,73,3252.19,36,37,152220.33,145250.23,13,16,2,3,0.0201,1,0,3,1,0.2928,0
ACC09097,517,35,2725.12,18,17,38106.18,41942.05,2,5,2,4,0.0181,1,0,1,0,0.1335,0
ACC09098,525,97,8140.43,61,36,641659.62,378997.4,27,13,1,3,0.0563,1,0,2,0,0.0875,0
ACC09099,16,440,23178.91,230,210,6032230.39,4921909.89,209,197,13,157,0.2672,27,3,7,6,0.8073,1
ACC09100,1088,54,2620.31,23,31,79740.56,70070.15,6,23,1,4,0.0031,5,1,4,1,0.2174,0
ACC09101,704,85,3838.0,33,52,95089.8,173453.84,12,23,1,0,0.1158,2,1,1,0,0.2731,0
ACC09102,2158,69,799.54,31,38,27460.49,32291.02,14,15,2,0,0.0256,3,1,0,1,0.5436,0
ACC09103,2268,56,4424.09,19,37,68990.52,142231.95,2,23,3,1,0.0205,1,0,1,1,0.3227,0
ACC09104,534,51,3549.43,31,20,139237.14,83358.18,2,15,1,1,0.0765,2,0,1,1,0.1494,0
ACC09105,639,52,1893.78,25,27,46685.61,41163.25,12,14,3,1,0.0727,2,0,4,0,0.16,0
ACC09106,1136,23,6836.63,9,14,60318.85,69251.24,4,13,0,5,0.1437,0,2,1,0,0.2496,0
ACC09107,138,288,16831.02,218,70,4407198.75,1176018.2,170,70,7,115,0.3746,31,6,7,5,0.9849,1
ACC09108,147,362,19721.75,209,153,3505150.22,2572198.64,156,118,14,156,0.3277,14,6,2,9,0.7654,1
ACC09109,196,562,21700.55,409,153,9602036.49,3415628.3,342,133,11,239,0.1877,34,7,2,7,0.9688,1
ACC09110,90,401,22418.88,229,172,4591266.0,4247759.35,175,160,20,133,0.4456,24,8,8,3,0.879,1
ACC09111,1866,73,15048.52,35,38,441067.48,584952.83,24,27,1,2,0.0451,1,0,2,1,0.4094,0
ACC09112,203,225,4882.45,127,98,572698.71,433851.41,113,97,13,90,0.4158,22,4,7,2,0.8861,1
ACC09113,703,83,5559.72,40,43,247714.67,234332.71,10,28,0,1,0.0202,2,0,1,0,0.2217,0
ACC09114,1190,48,6854.95,26,22,199521.79,150506.68,16,9,1,2,0.0911,2,0,2,1,0.4921,0
ACC09115,941,58,695.68,33,25,21727.32,16362.21,8,2,1,2,0.0231,1,0,2,0,0.1114,0
ACC09116,1389,46,791.83,28,18,22470.28,18148.27,17,10,2,1,0.0491,2,0,5,0,0.1393,0
ACC09117,140,560,6114.03,445,115,3095186.07,763974.17,373,115,11,215,0.2311,27,4,5,1,0.7789,1
ACC09118,69,104,9573.63,70,34,664725.48,388977.06,50,34,17,45,0.4435,26,3,8,4,0.9301,1
ACC09119,1567,30,587.87,10,20,7143.61,10609.75,9,10,1,1,0.0747,1,1,2,0,0.4447,0
ACC09120,694,37,1829.07,20,17,28004.27,30626.29,9,13,1,3,0.0335,2,1,0,0,0.1063,0
ACC09121,1615,20,1293.91,8,12,10450.14,15154.05,5,2,0,2,0.0414,3,1,1,0,0.2924,0
ACC09122,825,27,2096.45,12,15,23275.19,39558.63,2,5,3,1,0.0519,1,0,1,0,0.0882,0
ACC09123,173,89,6724.36,51,38,286360.82,277576.51,20,8,2,4,0.0135,1,0,0,1,0.0708,0
ACC09124,796,41,4135.73,21,20,74334.12,104267.08,20,2,3,2,0.0233,2,0,0,1,0.2283,0
ACC09125,41,240,47864.25,175,65,9864952.96,3226938.44,166,65,15,101,0.3602,21,9,4,3,0.8484,1
ACC09126,173,210,71309.19,116,94,9627567.42,6173581.31,116,74,21,69,0.3278,33,7,4,3,0.9024,1
ACC09127,107,173,8770.15,90,83,859539.06,825174.92,54,52,13,68,0.2218,24,4,5,1,0.9625,1
ACC09128,554,27,986.04,11,16,13961.73,11326.18,2,8,1,2,0.041,1,1,1,0,0.3707,0
ACC09129,1373,33,2077.33,18,15,33373.52,33690.7,2,15,6,2,0.0934,0,0,1,0,0.3128,0
ACC09130,2261,110,2193.02,62,48,110542.72,130172.39,30,32,2,2,0.0174,3,0,1,0,0.5828,0
ACC09131,32,326,12068.12,223,103,3340186.79,1317699.6,195,100,13,131,0.2498,20,11,5,6,0.8201,1
ACC09132,572,25,2922.81,11,14,33422.84,30990.33,2,9,2,1,0.049,2,1,2,2,0.3498,0
ACC09133,518,67,1535.22,43,24,61892.04,30032.64,22,18,6,5,0.1651,1,2,1,1,0.4459,0
ACC09134,146,364,26649.28,231,133,5820062.75,3661512.57,164,115,12,133,0.447,26,5,4,5,0.8956,1
ACC09135,82,151,20496.87,109,42,1986310.07,853120.57,94,36,16,39,0.2803,22,3,9,7,0.5992,1
ACC09136,706,29,6176.23,17,12,138740.46,75643.46,14,12,1,3,0.0431,2,1,0,0,0.2379,0
ACC09137,1640,16,4235.54,8,8,33191.65,31667.59,2,2,1,2,0.0215,0,1,1,0,0.1328,0
ACC09138,869,61,4018.61,37,24,188917.29,85082.93,12,4,2,3,0.1073,2,0,0,0,0.1633,0
ACC09139,1328,34,7475.24,19,15,182898.38,105684.55,11,7,3,3,0.0137,1,1,1,2,0.2435,0
ACC09140,445,197,14352.77,124,73,1731639.98,1154797.27,111,53,13,81,0.5161,27,6,1,1,0.9073,1
ACC09141,429,35,1415.21,17,18,22550.78,21743.91,8,5,1,1,0.0115,1,1,2,2,0.1996,0
ACC09142,74,117,14858.76,76,41,1262887.63,519274.01,63,41,13,39,0.3059,19,7,6,2,0.4809,1
ACC09143,168,37,2874.88,15,22,34943.74,80850.52,2,12,1,3,0.0633,3,0,1,0,0.3052,0
ACC09144,1888,34,1254.22,20,14,21737.69,19643.94,5,8,0,4,0.0686,1,0,3,1,0.4036,0
ACC09145,92,119,10255.77,84,35,790083.67,413518.64,84,35,14,44,0.1849,33,7,8,1,0.6981,1
ACC09146,121,98,13188.84,56,42,753392.54,564469.88,43,42,16,36,0.1794,16,8,2,3,0.9376,1
ACC09147,337,353,10424.53,250,103,2771338.55,1297896.69,248,93,10,133,0.4035,25,10,3,4,0.9594,1
ACC09148,125,352,6958.54,257,95,1905277.86,705303.09,209,90,10,133,0.2293,27,10,3,2,0.6952,1
ACC09149,476,40,1990.88,20,20,51109.28,45627.84,15,2,2,2,0.0713,1,0,2,0,0.395,0
ACC09150,188,29,7896.24,13,16,78421.65,104988.53,6,9,2,2,0.0204,3,0,2,0,0.2603,0
ACC09151,287,93,1916.75,34,59,55905.6,98679.52,7,34,0,2,0.0553,1,1,0,1,0.1902,0
ACC09152,319,31,2091.11,17,14,43389.74,33451.41,11,7,4,4,0.1126,2,0,1,0,0.248,0
ACC09153,978,138,2131.47,81,57,151247.93,107723.41,32,33,1,2,0.0164,0,0,0,1,0.0739,0
